benchmark,binary,funccount,percent,sp_increments,increment_sum,increment_sum_abs
"523.xalancbmk_r","cpuxalan_r.wasm",10,0.12581782,"[-288]",-288,288
"523.xalancbmk_r","cpuxalan_r.wasm",10,0.12581782,"[-160]",-160,160
"523.xalancbmk_r","cpuxalan_r.wasm",10,0.12581782,"[-16, -16]",-32,32
"523.xalancbmk_r","cpuxalan_r.wasm",11,0.1383996,"[-208]",-208,208
"523.xalancbmk_r","cpuxalan_r.wasm",11,0.1383996,"[-144]",-144,144
"523.xalancbmk_r","cpuxalan_r.wasm",12,0.15098138,"[-272]",-272,272
"523.xalancbmk_r","cpuxalan_r.wasm",18,0.22647206,"[-96]",-96,96
"523.xalancbmk_r","cpuxalan_r.wasm",21,0.2642174,"[-64]",-64,64
"523.xalancbmk_r","cpuxalan_r.wasm",48,0.6039255,"[-80]",-80,80
"523.xalancbmk_r","cpuxalan_r.wasm",92,1.1575239,"[-48]",-48,48
"523.xalancbmk_r","cpuxalan_r.wasm",280,3.522899,"[-32]",-32,32
"523.xalancbmk_r","cpuxalan_r.wasm",1049,13.198289,"[-16]",-16,16
"523.xalancbmk_r","cpuxalan_r.wasm",6261,78.774536,"[]",0,0
"526.blender_r","blender_r.wasm",1,0.003873867,"[-160096]",-160096,160096
"526.blender_r","blender_r.wasm",1,0.003873867,"[-84208]",-84208,84208
"526.blender_r","blender_r.wasm",1,0.003873867,"[-32016]",-32016,32016
"526.blender_r","blender_r.wasm",1,0.003873867,"[-24800]",-24800,24800
"526.blender_r","blender_r.wasm",1,0.003873867,"[-12288]",-12288,12288
"526.blender_r","blender_r.wasm",1,0.003873867,"[-8960]",-8960,8960
"526.blender_r","blender_r.wasm",1,0.003873867,"[-8656]",-8656,8656
"526.blender_r","blender_r.wasm",1,0.003873867,"[-8592]",-8592,8592
"526.blender_r","blender_r.wasm",1,0.003873867,"[-8304]",-8304,8304
"526.blender_r","blender_r.wasm",1,0.003873867,"[-7408]",-7408,7408
"526.blender_r","blender_r.wasm",1,0.003873867,"[-6848]",-6848,6848
"526.blender_r","blender_r.wasm",1,0.003873867,"[-6496]",-6496,6496
"526.blender_r","blender_r.wasm",1,0.003873867,"[-6192]",-6192,6192
"526.blender_r","blender_r.wasm",1,0.003873867,"[-6048]",-6048,6048
"526.blender_r","blender_r.wasm",1,0.003873867,"[-5824]",-5824,5824
"526.blender_r","blender_r.wasm",1,0.003873867,"[-5216]",-5216,5216
"526.blender_r","blender_r.wasm",1,0.003873867,"[-5136]",-5136,5136
"526.blender_r","blender_r.wasm",1,0.003873867,"[-5072]",-5072,5072
"526.blender_r","blender_r.wasm",1,0.003873867,"[-4992]",-4992,4992
"526.blender_r","blender_r.wasm",1,0.003873867,"[-4704]",-4704,4704
"526.blender_r","blender_r.wasm",1,0.003873867,"[-4672]",-4672,4672
"526.blender_r","blender_r.wasm",1,0.003873867,"[-4480]",-4480,4480
"526.blender_r","blender_r.wasm",1,0.003873867,"[-4448]",-4448,4448
"526.blender_r","blender_r.wasm",1,0.003873867,"[-4224]",-4224,4224
"526.blender_r","blender_r.wasm",1,0.003873867,"[-4208]",-4208,4208
"526.blender_r","blender_r.wasm",1,0.003873867,"[-4144]",-4144,4144
"526.blender_r","blender_r.wasm",1,0.003873867,"[-4048]",-4048,4048
"526.blender_r","blender_r.wasm",1,0.003873867,"[-4016]",-4016,4016
"526.blender_r","blender_r.wasm",1,0.003873867,"[-3296]",-3296,3296
"526.blender_r","blender_r.wasm",1,0.003873867,"[-3184]",-3184,3184
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2960]",-2960,2960
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2928]",-2928,2928
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2864]",-2864,2864
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2576]",-2576,2576
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2384]",-2384,2384
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2304]",-2304,2304
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2240]",-2240,2240
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2208]",-2208,2208
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2160]",-2160,2160
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2128]",-2128,2128
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2096]",-2096,2096
"526.blender_r","blender_r.wasm",1,0.003873867,"[-2016]",-2016,2016
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1952]",-1952,1952
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1936]",-1936,1936
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1920]",-1920,1920
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1888]",-1888,1888
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1840]",-1840,1840
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1824]",-1824,1824
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1808]",-1808,1808
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1792]",-1792,1792
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1776]",-1776,1776
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1760]",-1760,1760
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1696]",-1696,1696
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1616]",-1616,1616
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1584]",-1584,1584
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1552]",-1552,1552
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1472]",-1472,1472
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1456]",-1456,1456
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1440]",-1440,1440
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1408]",-1408,1408
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1376]",-1376,1376
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1360]",-1360,1360
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1280]",-1280,1280
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1248]",-1248,1248
"526.blender_r","blender_r.wasm",1,0.003873867,"[-1216]",-1216,1216
"526.blender_r","blender_r.wasm",1,0.003873867,"[-912]",-912,912
"526.blender_r","blender_r.wasm",1,0.003873867,"[-880]",-880,880
"526.blender_r","blender_r.wasm",1,0.003873867,"[-784]",-784,784
"526.blender_r","blender_r.wasm",1,0.003873867,"[-736]",-736,736
"526.blender_r","blender_r.wasm",2,0.007747734,"[-6272]",-6272,6272
"526.blender_r","blender_r.wasm",2,0.007747734,"[-6176]",-6176,6176
"526.blender_r","blender_r.wasm",2,0.007747734,"[-4112]",-4112,4112
"526.blender_r","blender_r.wasm",2,0.007747734,"[-3472]",-3472,3472
"526.blender_r","blender_r.wasm",2,0.007747734,"[-3232]",-3232,3232
"526.blender_r","blender_r.wasm",2,0.007747734,"[-3104]",-3104,3104
"526.blender_r","blender_r.wasm",2,0.007747734,"[-2848]",-2848,2848
"526.blender_r","blender_r.wasm",2,0.007747734,"[-2832]",-2832,2832
"526.blender_r","blender_r.wasm",2,0.007747734,"[-2320]",-2320,2320
"526.blender_r","blender_r.wasm",2,0.007747734,"[-2080]",-2080,2080
"526.blender_r","blender_r.wasm",2,0.007747734,"[-1728]",-1728,1728
"526.blender_r","blender_r.wasm",2,0.007747734,"[-1712]",-1712,1712
"526.blender_r","blender_r.wasm",2,0.007747734,"[-1536]",-1536,1536
"526.blender_r","blender_r.wasm",2,0.007747734,"[-960]",-960,960
"526.blender_r","blender_r.wasm",2,0.007747734,"[-848]",-848,848
"526.blender_r","blender_r.wasm",2,0.007747734,"[-816]",-816,816
"526.blender_r","blender_r.wasm",2,0.007747734,"[-704]",-704,704
"526.blender_r","blender_r.wasm",2,0.007747734,"[-688]",-688,688
"526.blender_r","blender_r.wasm",2,0.007747734,"[-608]",-608,608
"526.blender_r","blender_r.wasm",2,0.007747734,"[-592]",-592,592
"526.blender_r","blender_r.wasm",2,0.007747734,"[-32, -16]",-48,48
"526.blender_r","blender_r.wasm",2,0.007747734,"[-32, -16, -16]",-64,64
"526.blender_r","blender_r.wasm",2,0.007747734,"[-16, -16, -16]",-48,48
"526.blender_r","blender_r.wasm",3,0.011621601,"[-160064]",-160064,160064
"526.blender_r","blender_r.wasm",3,0.011621601,"[-24736]",-24736,24736
"526.blender_r","blender_r.wasm",3,0.011621601,"[-4096]",-4096,4096
"526.blender_r","blender_r.wasm",3,0.011621601,"[-3120]",-3120,3120
"526.blender_r","blender_r.wasm",3,0.011621601,"[-2896]",-2896,2896
"526.blender_r","blender_r.wasm",3,0.011621601,"[-2192]",-2192,2192
"526.blender_r","blender_r.wasm",3,0.011621601,"[-2144]",-2144,2144
"526.blender_r","blender_r.wasm",3,0.011621601,"[-1328]",-1328,1328
"526.blender_r","blender_r.wasm",3,0.011621601,"[-800]",-800,800
"526.blender_r","blender_r.wasm",3,0.011621601,"[-768]",-768,768
"526.blender_r","blender_r.wasm",3,0.011621601,"[-656]",-656,656
"526.blender_r","blender_r.wasm",3,0.011621601,"[-480]",-480,480
"526.blender_r","blender_r.wasm",4,0.015495468,"[-4128]",-4128,4128
"526.blender_r","blender_r.wasm",4,0.015495468,"[-2176]",-2176,2176
"526.blender_r","blender_r.wasm",4,0.015495468,"[-1344]",-1344,1344
"526.blender_r","blender_r.wasm",4,0.015495468,"[-1312]",-1312,1312
"526.blender_r","blender_r.wasm",4,0.015495468,"[-1232]",-1232,1232
"526.blender_r","blender_r.wasm",4,0.015495468,"[-1104]",-1104,1104
"526.blender_r","blender_r.wasm",4,0.015495468,"[-720]",-720,720
"526.blender_r","blender_r.wasm",4,0.015495468,"[-672]",-672,672
"526.blender_r","blender_r.wasm",4,0.015495468,"[-640]",-640,640
"526.blender_r","blender_r.wasm",4,0.015495468,"[-544]",-544,544
"526.blender_r","blender_r.wasm",4,0.015495468,"[-464]",-464,464
"526.blender_r","blender_r.wasm",5,0.019369334,"[-2112]",-2112,2112
"526.blender_r","blender_r.wasm",5,0.019369334,"[-1136]",-1136,1136
"526.blender_r","blender_r.wasm",5,0.019369334,"[-1088]",-1088,1088
"526.blender_r","blender_r.wasm",5,0.019369334,"[-976]",-976,976
"526.blender_r","blender_r.wasm",5,0.019369334,"[-560]",-560,560
"526.blender_r","blender_r.wasm",5,0.019369334,"[-448]",-448,448
"526.blender_r","blender_r.wasm",6,0.023243202,"[-40064]",-40064,40064
"526.blender_r","blender_r.wasm",6,0.023243202,"[-2064]",-2064,2064
"526.blender_r","blender_r.wasm",6,0.023243202,"[-1184]",-1184,1184
"526.blender_r","blender_r.wasm",6,0.023243202,"[-1008]",-1008,1008
"526.blender_r","blender_r.wasm",6,0.023243202,"[-944]",-944,944
"526.blender_r","blender_r.wasm",6,0.023243202,"[-832]",-832,832
"526.blender_r","blender_r.wasm",6,0.023243202,"[-496]",-496,496
"526.blender_r","blender_r.wasm",7,0.027117068,"[-1264]",-1264,1264
"526.blender_r","blender_r.wasm",7,0.027117068,"[-1168]",-1168,1168
"526.blender_r","blender_r.wasm",7,0.027117068,"[-512]",-512,512
"526.blender_r","blender_r.wasm",8,0.030990936,"[-992]",-992,992
"526.blender_r","blender_r.wasm",8,0.030990936,"[-432]",-432,432
"526.blender_r","blender_r.wasm",8,0.030990936,"[-336]",-336,336
"526.blender_r","blender_r.wasm",9,0.034864802,"[-3088]",-3088,3088
"526.blender_r","blender_r.wasm",9,0.034864802,"[-1296]",-1296,1296
"526.blender_r","blender_r.wasm",10,0.038738668,"[-1072]",-1072,1072
"526.blender_r","blender_r.wasm",10,0.038738668,"[-16, -16]",-32,32
"526.blender_r","blender_r.wasm",12,0.046486404,"[-528]",-528,528
"526.blender_r","blender_r.wasm",14,0.054234136,"[-384]",-384,384
"526.blender_r","blender_r.wasm",14,0.054234136,"[-352]",-352,352
"526.blender_r","blender_r.wasm",15,0.058108002,"[-928]",-928,928
"526.blender_r","blender_r.wasm",15,0.058108002,"[-400]",-400,400
"526.blender_r","blender_r.wasm",15,0.058108002,"[-304]",-304,304
"526.blender_r","blender_r.wasm",15,0.058108002,"[-240]",-240,240
"526.blender_r","blender_r.wasm",18,0.069729604,"[-2048]",-2048,2048
"526.blender_r","blender_r.wasm",18,0.069729604,"[-1056]",-1056,1056
"526.blender_r","blender_r.wasm",20,0.077477336,"[-320]",-320,320
"526.blender_r","blender_r.wasm",21,0.081351206,"[-1152]",-1152,1152
"526.blender_r","blender_r.wasm",21,0.081351206,"[-1040]",-1040,1040
"526.blender_r","blender_r.wasm",21,0.081351206,"[-624]",-624,624
"526.blender_r","blender_r.wasm",21,0.081351206,"[-368]",-368,368
"526.blender_r","blender_r.wasm",24,0.09297281,"[-288]",-288,288
"526.blender_r","blender_r.wasm",26,0.10072054,"[-224]",-224,224
"526.blender_r","blender_r.wasm",29,0.11234214,"[-416]",-416,416
"526.blender_r","blender_r.wasm",34,0.13171147,"[-256]",-256,256
"526.blender_r","blender_r.wasm",34,0.13171147,"[-208]",-208,208
"526.blender_r","blender_r.wasm",41,0.15882854,"[-176]",-176,176
"526.blender_r","blender_r.wasm",49,0.18981948,"[-272]",-272,272
"526.blender_r","blender_r.wasm",54,0.20918882,"[-192]",-192,192
"526.blender_r","blender_r.wasm",56,0.21693654,"[-1024]",-1024,1024
"526.blender_r","blender_r.wasm",76,0.2944139,"[-1120]",-1120,1120
"526.blender_r","blender_r.wasm",83,0.32153094,"[-160]",-160,160
"526.blender_r","blender_r.wasm",107,0.41450375,"[-128]",-128,128
"526.blender_r","blender_r.wasm",123,0.47648564,"[-144]",-144,144
"526.blender_r","blender_r.wasm",155,0.6004494,"[-112]",-112,112
"526.blender_r","blender_r.wasm",210,0.813512,"[-80]",-80,80
"526.blender_r","blender_r.wasm",256,0.99170995,"[-96]",-96,96
"526.blender_r","blender_r.wasm",358,1.3868444,"[-64]",-64,64
"526.blender_r","blender_r.wasm",529,2.0492756,"[-48]",-48,48
"526.blender_r","blender_r.wasm",595,2.3049507,"[-32]",-32,32
"526.blender_r","blender_r.wasm",2746,10.637638,"[-16]",-16,16
"526.blender_r","blender_r.wasm",19639,76.07887,"[]",0,0
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-8960]",-8960,8960
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-2928]",-2928,2928
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-2464]",-2464,2464
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-2096]",-2096,2096
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-2080]",-2080,2080
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-1936]",-1936,1936
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-1488]",-1488,1488
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-1152]",-1152,1152
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-1120]",-1120,1120
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-976]",-976,976
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-656]",-656,656
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-640]",-640,640
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-432]",-432,432
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-336]",-336,336
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-304]",-304,304
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-256]",-256,256
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-208]",-208,208
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-192]",-192,192
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-160]",-160,160
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-144]",-144,144
"531.deepsjeng_r","deepsjeng_r.wasm",1,0.61728394,"[-112]",-112,112
"531.deepsjeng_r","deepsjeng_r.wasm",2,1.2345679,"[-560]",-560,560
"531.deepsjeng_r","deepsjeng_r.wasm",2,1.2345679,"[-128]",-128,128
"531.deepsjeng_r","deepsjeng_r.wasm",2,1.2345679,"[-96]",-96,96
"531.deepsjeng_r","deepsjeng_r.wasm",2,1.2345679,"[-80]",-80,80
"531.deepsjeng_r","deepsjeng_r.wasm",3,1.8518518,"[-48]",-48,48
"531.deepsjeng_r","deepsjeng_r.wasm",4,2.4691358,"[-32]",-32,32
"531.deepsjeng_r","deepsjeng_r.wasm",25,15.432098,"[-16]",-16,16
"531.deepsjeng_r","deepsjeng_r.wasm",101,62.34568,"[]",0,0
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-13968]",-13968,13968
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-8960]",-8960,8960
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-5472]",-5472,5472
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-4112]",-4112,4112
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-2496]",-2496,2496
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-1856]",-1856,1856
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-1840]",-1840,1840
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-1616]",-1616,1616
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-1328]",-1328,1328
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-1216]",-1216,1216
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-1136]",-1136,1136
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-1008]",-1008,1008
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-672]",-672,672
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-624]",-624,624
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-544]",-544,544
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-512]",-512,512
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-496]",-496,496
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-464]",-464,464
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-448]",-448,448
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-400]",-400,400
"520.omnetpp_r","omnetpp_r.wasm",1,0.022123894,"[-336]",-336,336
"520.omnetpp_r","omnetpp_r.wasm",2,0.044247787,"[-1088]",-1088,1088
"520.omnetpp_r","omnetpp_r.wasm",2,0.044247787,"[-1072]",-1072,1072
"520.omnetpp_r","omnetpp_r.wasm",2,0.044247787,"[-1056]",-1056,1056
"520.omnetpp_r","omnetpp_r.wasm",2,0.044247787,"[-528]",-528,528
"520.omnetpp_r","omnetpp_r.wasm",2,0.044247787,"[-432]",-432,432
"520.omnetpp_r","omnetpp_r.wasm",2,0.044247787,"[-384]",-384,384
"520.omnetpp_r","omnetpp_r.wasm",2,0.044247787,"[-368]",-368,368
"520.omnetpp_r","omnetpp_r.wasm",2,0.044247787,"[-32, -16, -16]",-64,64
"520.omnetpp_r","omnetpp_r.wasm",2,0.044247787,"[-16, -16, -16]",-48,48
"520.omnetpp_r","omnetpp_r.wasm",3,0.06637168,"[-416]",-416,416
"520.omnetpp_r","omnetpp_r.wasm",3,0.06637168,"[-320]",-320,320
"520.omnetpp_r","omnetpp_r.wasm",3,0.06637168,"[-304]",-304,304
"520.omnetpp_r","omnetpp_r.wasm",4,0.088495575,"[-240]",-240,240
"520.omnetpp_r","omnetpp_r.wasm",5,0.11061947,"[-208]",-208,208
"520.omnetpp_r","omnetpp_r.wasm",6,0.13274336,"[-560]",-560,560
"520.omnetpp_r","omnetpp_r.wasm",6,0.13274336,"[-224]",-224,224
"520.omnetpp_r","omnetpp_r.wasm",7,0.15486726,"[-288]",-288,288
"520.omnetpp_r","omnetpp_r.wasm",9,0.19911504,"[-1040]",-1040,1040
"520.omnetpp_r","omnetpp_r.wasm",9,0.19911504,"[-192]",-192,192
"520.omnetpp_r","omnetpp_r.wasm",10,0.22123894,"[-352]",-352,352
"520.omnetpp_r","omnetpp_r.wasm",11,0.24336283,"[-256]",-256,256
"520.omnetpp_r","omnetpp_r.wasm",12,0.26548672,"[-112]",-112,112
"520.omnetpp_r","omnetpp_r.wasm",12,0.26548672,"[-16, -16]",-32,32
"520.omnetpp_r","omnetpp_r.wasm",13,0.28761062,"[-272]",-272,272
"520.omnetpp_r","omnetpp_r.wasm",17,0.3761062,"[-128]",-128,128
"520.omnetpp_r","omnetpp_r.wasm",23,0.50884956,"[-96]",-96,96
"520.omnetpp_r","omnetpp_r.wasm",24,0.53097343,"[-176]",-176,176
"520.omnetpp_r","omnetpp_r.wasm",31,0.6858407,"[-80]",-80,80
"520.omnetpp_r","omnetpp_r.wasm",36,0.79646015,"[-144]",-144,144
"520.omnetpp_r","omnetpp_r.wasm",40,0.88495576,"[-160]",-160,160
"520.omnetpp_r","omnetpp_r.wasm",60,1.3274336,"[-64]",-64,64
"520.omnetpp_r","omnetpp_r.wasm",111,2.4557521,"[-48]",-48,48
"520.omnetpp_r","omnetpp_r.wasm",163,3.6061947,"[-32]",-32,32
"520.omnetpp_r","omnetpp_r.wasm",600,13.274336,"[-16]",-16,16
"520.omnetpp_r","omnetpp_r.wasm",3263,72.19026,"[]",0,0
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-41504]",-41504,41504
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-24688]",-24688,24688
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-24624]",-24624,24624
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-20688]",-20688,20688
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-20544]",-20544,20544
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-18944]",-18944,18944
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-17104]",-17104,17104
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-16480]",-16480,16480
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-16464]",-16464,16464
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-12976]",-12976,12976
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-12960]",-12960,12960
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-12448]",-12448,12448
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-12416]",-12416,12416
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-12368]",-12368,12368
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-12336]",-12336,12336
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-11552]",-11552,11552
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-9280]",-9280,9280
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-8960]",-8960,8960
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-8704]",-8704,8704
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-8560]",-8560,8560
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-8480]",-8480,8480
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-8464]",-8464,8464
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-8400]",-8400,8400
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-8368]",-8368,8368
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-8352]",-8352,8352
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-8336]",-8336,8336
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-8240]",-8240,8240
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-6304]",-6304,6304
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-5056]",-5056,5056
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-4624]",-4624,4624
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-4592]",-4592,4592
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-4544]",-4544,4544
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-4512]",-4512,4512
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-4336]",-4336,4336
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-4320]",-4320,4320
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-1712]",-1712,1712
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-1120]",-1120,1120
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-1056]",-1056,1056
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-832]",-832,832
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-656]",-656,656
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-432]",-432,432
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-352]",-352,352
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-320]",-320,320
"538.imagick_r","imagick_r.wasm",1,0.096618354,"[-304]",-304,304
"538.imagick_r","imagick_r.wasm",2,0.19323671,"[-12304]",-12304,12304
"538.imagick_r","imagick_r.wasm",2,0.19323671,"[-8384]",-8384,8384
"538.imagick_r","imagick_r.wasm",2,0.19323671,"[-8304]",-8304,8304
"538.imagick_r","imagick_r.wasm",2,0.19323671,"[-4528]",-4528,4528
"538.imagick_r","imagick_r.wasm",2,0.19323671,"[-4496]",-4496,4496
"538.imagick_r","imagick_r.wasm",2,0.19323671,"[-4384]",-4384,4384
"538.imagick_r","imagick_r.wasm",2,0.19323671,"[-560]",-560,560
"538.imagick_r","imagick_r.wasm",2,0.19323671,"[-288]",-288,288
"538.imagick_r","imagick_r.wasm",2,0.19323671,"[-240]",-240,240
"538.imagick_r","imagick_r.wasm",2,0.19323671,"[-192]",-192,192
"538.imagick_r","imagick_r.wasm",2,0.19323671,"[-176]",-176,176
"538.imagick_r","imagick_r.wasm",3,0.28985506,"[-8256]",-8256,8256
"538.imagick_r","imagick_r.wasm",3,0.28985506,"[-4096]",-4096,4096
"538.imagick_r","imagick_r.wasm",3,0.28985506,"[-528]",-528,528
"538.imagick_r","imagick_r.wasm",3,0.28985506,"[-272]",-272,272
"538.imagick_r","imagick_r.wasm",3,0.28985506,"[-256]",-256,256
"538.imagick_r","imagick_r.wasm",4,0.38647342,"[-8192]",-8192,8192
"538.imagick_r","imagick_r.wasm",4,0.38647342,"[-4256]",-4256,4256
"538.imagick_r","imagick_r.wasm",4,0.38647342,"[-4240]",-4240,4240
"538.imagick_r","imagick_r.wasm",4,0.38647342,"[-384]",-384,384
"538.imagick_r","imagick_r.wasm",4,0.38647342,"[-144]",-144,144
"538.imagick_r","imagick_r.wasm",5,0.4830918,"[-8272]",-8272,8272
"538.imagick_r","imagick_r.wasm",5,0.4830918,"[-208]",-208,208
"538.imagick_r","imagick_r.wasm",5,0.4830918,"[-112]",-112,112
"538.imagick_r","imagick_r.wasm",6,0.5797101,"[-4272]",-4272,4272
"538.imagick_r","imagick_r.wasm",7,0.6763285,"[-4192]",-4192,4192
"538.imagick_r","imagick_r.wasm",7,0.6763285,"[-160]",-160,160
"538.imagick_r","imagick_r.wasm",7,0.6763285,"[-128]",-128,128
"538.imagick_r","imagick_r.wasm",8,0.77294683,"[-4208]",-4208,4208
"538.imagick_r","imagick_r.wasm",9,0.8695652,"[-4224]",-4224,4224
"538.imagick_r","imagick_r.wasm",10,0.9661836,"[-96]",-96,96
"538.imagick_r","imagick_r.wasm",13,1.2560387,"[-4176]",-4176,4176
"538.imagick_r","imagick_r.wasm",13,1.2560387,"[-4112]",-4112,4112
